Protein Set;Annotation;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;C13;C14;C15;C16;C17;C18;C19;C21;C22;Z01;Z02;Z03;Z04;Z05;Z06;Z07;Z08;Z09;Z10;Z11;Z12;Z13;Z14;Z15;Z16;Z17;Z18;Z19;Z20;Z21;Z22;Z23;C03_2;C04_2;C05_2;C06_2;C07_2;C08_2;C09_2;C10_2;C11_2;C12_2;C13_2;C14_2;C15_2;C16_2;C17_2;C18_2
RAB15;Ras-related protein Rab-15;0.0;1.5981307;0.0;0.0;3.76259;6.1438847;0.6906475;0.0;1.6906475;1.6906475;0.6906475;6.0719423;5.0719423;3.381295;14.215828;6.381295;3.381295;11.834532;4.0654206;0.0;1.0654205;0.0;0.0;0.0;6.5981307;0.0;0.0;3.5981307;0.0;8.06542;0.0;0.0;11.196261;7.6635513;6.5981307;7.7289715;9.196261;15.196261;8.0;5.0;1.5327103;2.130841;8.663551;4.1962614;3.0;1.0;6.76259;9.834532;7.381295;9.76259;10.071942;7.0719423;11.071942;6.0719423;6.381295;0.0;1.6906475;2.0;1.381295;0.0
RAB35;Ras-related protein Rab-35;0.0;3.0;0.0;0.0;4.626087;7.252174;1.0;0.0;1.626087;1.626087;1.0;5.504348;6.130435;3.8782609;14.008696;5.130435;5.7565217;11.382608;2.5221677;0.0;2.0;0.0;0.0;0.0;5.536946;0.0;0.0;4.014778;0.0;5.5517244;0.0;0.0;9.0591135;7.536946;6.0443354;9.029556;9.044335;12.088671;4.0591135;2.5369458;1.5073892;3.0;8.044335;6.507389;1.8782609;0.62608695;4.504348;10.130435;5.7565217;8.382608;8.008696;6.130435;8.634783;5.504348;5.130435;0.0;1.626087;1.2521739;0.62608695;0.0
RPS20;40S ribosomal protein S20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DLD;Dihydrolipoyl dehydrogenase, mitochondrial;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ABHD14B;Putative protein-lysine deacylase ABHD14B;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;1.0
BANF1;Barrier-to-autointegration factor;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S100A4;Protein S100-A4;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;5.0;2.0;0.0;7.0;10.0;0.0;0.0;3.0;4.0;1.0;10.0;0.0;3.0;0.0;0.0;6.0;10.0;0.0;7.0;4.0;11.0;12.0;5.0;2.0;0.0;2.0;0.0;2.0;2.0;2.0;1.0;4.0;6.0;8.0;5.0;10.0;3.0;5.0;4.0;4.0;0.0;8.0;5.0;10.0;2.0;0.0
SRSF5;Serine/arginine-rich splicing factor 5;0.0;0.0;0.0;0.0;0.14285715;0.0;0.14285715;0.2857143;0.0;0.0;0.0;0.0;0.0;0.0;0.2857143;0.0;0.0;1.4285715;1.0;1.5714285;0.5714286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857146;0.0;1.0;0.71428573;0.0;1.2857144;0.14285715;0.0;0.14285715;0.0;0.14285715;0.14285715;0.0;1.1428572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285715;0.2857143;0.5714286;0.0;0.0;0.14285715;1.2857143
BCAP31;B-cell receptor-associated protein 31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RPL31;60S ribosomal protein L31;0.0;0.0;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;7.0;6.0;1.0;0.0;2.0;0.0;11.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0
RANBP1;Ran-specific GTPase-activating protein;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;9.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
ACADVL;Very long-chain specific acyl-CoA dehydrogenase, mitochondrial;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
SNRPD3;Small nuclear ribonucleoprotein Sm D3;0.0;7.0;0.0;0.0;3.0;13.0;11.0;2.0;3.0;2.0;11.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;9.0;5.0;10.0;5.0;5.0;4.0;0.0;1.0;0.0;4.0;3.0;10.0;5.0;0.0;0.0;0.0;2.0;0.0;6.0;0.0;2.0;5.0;0.0;3.0;2.0;2.0;0.0;0.0;2.0;1.0;2.0;4.0;1.0;0.0;0.0;3.0;2.0;4.0;0.0;0.0;2.0;11.0
PSMA3;Proteasome subunit alpha type-3;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;4.0;11.0;5.0;12.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;3.0;2.0;3.0;0.0;2.0;0.0;2.0;6.0;2.0;2.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;4.0;2.0;4.0;1.0;2.0;0.0
B2M;Beta-2-microglobulin;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;6.0;11.0;3.0;0.0;2.0;10.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;5.0;11.0;9.0;3.0;14.0;0.0;5.0;8.0;2.0;6.0;15.0;9.0;4.0;0.0;4.0;2.0;0.0;4.0;4.0;3.0;5.0;0.0;6.0;8.0;4.0;2.0;10.0;3.0;7.0;11.0;0.0
USP14;Ubiquitin carboxyl-terminal hydrolase 14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HINT1;Adenosine 5'-monophosphoramidase HINT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSMB8;Proteasome subunit beta type-8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0
RPS17;40S ribosomal protein S17;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RPA3;Replication protein A 14 kDa subunit;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0
GSTM5;Glutathione S-transferase Mu 5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN4;High mobility group nucleosome-binding domain-containing protein 4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
MT-CO2;Cytochrome c oxidase subunit 2;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNRPD2;Small nuclear ribonucleoprotein Sm D2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;4.0;4.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;0.0;0.0;2.0
RPS14;40S ribosomal protein S14;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;5.0;9.0;9.0;6.0;3.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;8.0;5.0;2.0;0.0;1.0;7.0;9.0;2.0;9.0;4.0;6.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;1.0;2.0;4.0;1.0;9.0;3.0;0.0;8.0;1.0;6.0;4.0
NACA4P;Putative nascent polypeptide-associated complex subunit alpha-like protein;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18867925;0.03773585;0.0;0.0;0.03773585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041666668;0.0;0.0;0.0
HMGA1;High mobility group protein HMG-I/HMG-Y;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
BIN2;Bridging integrator 2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
RPS21;40S ribosomal protein S21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0
C1QC;Complement C1q subcomponent subunit C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSTO1;Glutathione S-transferase omega-1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RTRAF;RNA transcription, translation and transport factor protein;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
RBM3;RNA-binding protein 3;0.0;0.0;0.0;1.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;6.0;1.0;2.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;7.0;8.0;0.0;10.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;5.0;2.0;2.0;0.0;2.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;3.0;5.0
SNU13;NHP2-like protein 1;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
CSTB;Cystatin-B;0.0;1.0;4.0;0.0;0.0;0.0;0.0;2.0;2.0;6.0;0.0;1.0;0.0;0.0;3.0;5.0;0.0;1.0;2.0;4.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;0.0;1.0;3.0;1.0;5.0;6.0;0.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;2.0;5.0;0.0;0.0;5.0
NOP56;Nucleolar protein 56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TOR1AIP1;Torsin-1A-interacting protein 1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
ARF6;ADP-ribosylation factor 6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ELAVL1;ELAV-like protein 1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;2.0;8.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0
TBCA;Tubulin-specific chaperone A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GFUS;GDP-L-fucose synthase;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
PFKP;ATP-dependent 6-phosphofructokinase, platelet type;0.0;0.083333336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30769232;0.0;0.0;2.0;0.0;0.0;0.0;0.083333336;0.0;0.0;0.33333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYL1;Myosin light chain 1/3, skeletal muscle isoform;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;4.0;0.0;5.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;1.0;0.0
EWSR1;RNA-binding protein EWS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;15.0;0.0;1.0;2.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;3.0;8.0;0.0;0.0;2.0
RPL23A;60S ribosomal protein L23a;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;5.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0
UBA52;Ubiquitin-60S ribosomal protein L40;0.0;3.0;3.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
RPL11;60S ribosomal protein L11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;6.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;5.0;3.0;7.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;4.0;2.0;3.0;1.0
FBP1;Fructose-1,6-bisphosphatase 1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRP9;Signal recognition particle 9 kDa protein;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;6.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;8.0;6.0;0.0;1.0;2.0;2.0;2.0;2.0;0.0;7.0;0.0;0.0;6.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;2.0;2.0;0.0;0.0
RPS15A;40S ribosomal protein S15a;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;2.0;0.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;2.0;0.0;3.0;5.0;0.0;2.0;0.0;3.0;4.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;0.0;4.0;0.0;2.0;0.0
CAB39;Calcium-binding protein 39;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
